,index,teacher,heart,reviewer,date,kinds,content_title,review_title,content,rated
3987,171,이국희,1379,한*현,23.02.02,33,[2024 수능특강] 이국희의 확률과 통계,[01 쿠키즈-2강 퀴즈],정답은 4번 96이요!,5점
3988,172,이국희,1379,한*현,23.02.01,59,[2024 수능특강] 이국희의 확률과 통계,[01 쿠키즈-1강 퀴즈],정답은 1번 6이요!,5점
3989,173,이국희,1379,한*현,23.02.01,43,[2024 수능특강] 이국희의 확률과 통계,[쿠키즈 01호] 수강신청합니닷,이 글이 마지막이 되지 않길... 수강 화이팅할게요 선생님 ! :D,5점
3990,174,이국희,1379,김*정,23.02.01,34,[2024 수능특강] 이국희의 확률과 통계,수강,시작합니다^^,5점
3991,175,이국희,1379,이*겸,23.02.01,65,[2024 수능특강] 이국희의 확률과 통계,[쿠키즈 3호] 국희쌤 수특오픈 축하드립니다😆,"국희쌤 안녕하세요 
오티에서 ""6월모평보고 안되겠구나.. 다니던대학,,,,,"" ㅋㅋㅋ
웃참하고 들어 왔습니다ㅋㅋ 저의미래인가요?🤣🤣

수특도 선생님과 함께 하게 됐네요 😆
사실 제가 그동안 EBS활용해오면서 
기초/기본 은 종종 이용했었지만 발전은 전혀 해본적이 없어요 ㅎ
특히나 수학은... 🙄
수특 가이드 라인에도 발전은 최상위권 타깃으로 되어있어서
조금 걱정했는데 (제가 그정돈 아니에요 😭😭)
공지도 읽어보고 오티를 들어보니까 맘놓고 들을수 있을것 같네요

개념폭발 끝내고 한 1주일 잡고 2회독 하는중인데 다끝내고 1강 바로 들어갈게요 잘부탁드립니다!🙇‍♂️",5점
3992,176,이국희,1379,강*진,23.08.01,19,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 1004호-쿠퀴즈 4강],정답은 10080입니다!,5점
3993,177,이국희,1379,강*진,23.07.29,20,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 1004호-쿠퀴즈 3강],정답은 32입니다!,5점
3994,178,이국희,1379,노*진,23.07.27,19,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[710호 쿠키즈-15강 쿠퀴즈],오늘 개념 어려웠어요ㅠㅠ 복습 열심히 할게요!! 오늘도 감사합니다!!,5점
3995,179,이국희,1379,노*진,23.07.26,14,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-14강 쿠퀴즈],감사합ㄴ디ㅏ!!!,5점
3996,180,이국희,1379,강*진,23.07.26,19,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 1004호]2강 쿠퀴즈 정답,720입니다!,5점
3997,181,이국희,1379,노*진,23.07.25,18,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-13강 쿠퀴즈],감사합니다~^_^,5점
3998,182,이국희,1379,노*진,23.07.25,15,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-12강 쿠퀴즈],오늘도 감사합니다!!!,5점
3999,183,이국희,1379,노*진,23.07.24,20,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-10강 쿠퀴즈],"어려웠어요ㅠㅠㅠㅠㅠ (가)조건 까지는 찾을 수 있겠고, (다) 조건도 알겠는데, (나)조건이 너무 어려웠어요ㅠㅠㅠ
반복해서 복습할게요!! 오늘도 감사합니다!!! (쿠퀴즈 올리는 걸 깜빡해서,, 한 번에 올려요ㅠㅠ) ",5점
4000,184,이국희,1379,노*진,23.07.24,18,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-9강 쿠퀴즈],감사합니다!,5점
4001,185,이국희,1379,노*진,23.07.24,19,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-8강 쿠퀴즈],오늘도 감사해요!,5점
4002,186,이국희,1379,노*진,23.07.24,19,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-7강 쿠퀴즈],감사합니ㅏㄷ!!,5점
4003,187,이국희,1379,이*겸,23.01.19,847,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[완강후기] 쿠키쌤 개념폭발은 저에게 자신감을 준 강의입니다.,"“ 확률과통계는 무조건 자신감이 중요한것 같다. 제가 여러분들한테 무조건 자신감을 밀어,
 억지로라도 자신감을 밀어넣어주려고 노력을 했습니다.” 

마지막 30강을 열며 서두에 선생님이 하신 말씀입니다. 
저는 그 한마디에 깊은 공감을 느꼈습니다, 정말로 정말로 선생님은 그러셨으니까요.

이미 저는 고1때부터 교과서진도특강 수학,수학1,수학2 을 통해서 기본기를 가질수 있었던 
그 기억에 대한 믿음으로 확통 역시 쿠키쌤 개념폭발을 수강하게 되었습니다. 
이 강의는 수능에 나올수 있는 모든 개념을 70개로 분류해서 세세하게 다 설명해주십니다. 

그냥 이런게 있으니까 여기에 대입해 이런식이 아니라 
사건, 경우의수 등 이런 그냥 지나칠수 있는 용어도 의미 하나하나 정리해주시는게 정말 좋았습니다 
확통에서 말하는 사건이 뭔지 경우의 수가 뭔지 정확히 의미를 알고 임하는건 확실히 다르거든요
확통 개념 본강의 들어가기 전에 중학교 때부터 고1까지 배웠던 선수개념들을 3강으로 다뤄주시는데 이게 참 꿀이에요
그냥 내신공부하듯 접근하는게 아니라 우리가 확통을하면서 쓰일수 있는 도구들로 정리해주시거든요.

그건 확통 본강의 들어가면 차츰차츰 알게됩니다. 그래서 저는 까먹지 않도록 꾸준히 누적복습을 했어요
그리고 본강의에서도 증명까지 하면서도 개념을 빠짐없이 다 설명해주세요. 
이 증명 부분을 그냥 영혼없이 넘기지말고 꼭 집중해서 들어보세요. 오히려 개념의 빈틈이 안생기고 기억이 퇴화가 안됩니다. 

개념을 듣고 그 개념을 예제에 적용하면서 원리를 이해하고나면 
기출이나 작년 연계교재 문제에 개념이 어떻게 적용하는지 강의하시는데 저는 문제 강의를 듣기 전에
잠시 멈춤을 누르고 문제를 풀어봤어요 (선생님이 그러라고 하셨으니까요 ㅎㅎ)
근데 이게 진짜 도움이 됩니다! 저는 노베이기때문에 풀수 있는 문제도 있었지만 몇줄 적다가 막히는 문제도 있었고
문제만 읽고 손도 못대는 문제도 있었어요. 뭐가 됐던 좋아요. 
손도 못대고 문제만 읽었더라도 뭔가 생각하는 시간을 거치고 선생님의 강의를 들으면 훨씬 더 흡수가 빠릅니다

킬러 문제들로 예시로 다룰때는 전 조금 힘들긴했어요 ㅠㅠ 어? 아직 시작부터? 그럴수 있는데
그래도 버텨내야합니다 ㅠㅠ 이 강의 확통 8문제에서 한 4문제? 5문제? 그정도만 맞추게 해주는 강의가 아니니까요
OT에서 선생님이 여러분과 저의 목표는 확통 8문제 다 맞는거라고 하셨으니까요 ㅠ

그걸 마지막 30강에서 바로 작년 2023 수능을 분석해주실때 내적으로 징징거렸던 마음이 숙연해졌습니다
29번,30번문제... 정답률이 5%내외라는(EBS풀서비스기준) 그 2문제를 맞춰내야 확통 8문제를 다 맞출수 있는거니까요
또한 올해 수능에서 만날 킬러문제도 그런 문제들일테니 틈틈히 만났던 어려운문제들 퀴즈들..
다 선생님은 겁을 주려는게 아니라 자신감을 억지로라도 밀어주려고 하셨구나 느꼈습니다..! 

완강하고 최종평가 10문제 저는 다 맞았습니다 >.< 조금 아쉬운건 9번,10번문제가 함수의갯수 문제인데
푸는데 시간이 너무 오래걸렸다는점ㅠㅠ 조금더 연습이 필요할것 같습니다. 

쿠키쌤 덕분에 수1,수2에 이어 확통도 저는 개념을 무사히 마쳤네요..! 
저의 수학 시작은 모두 쿠키쌤이었고 제 선택은 옳았던 것 같습니다 쿠키쌤 감사합니다!!
강의외에도 자존감을 올려주셨던 좋은 멘트들 중간중간 쓴소리들도 다시한번 감사드립니다
  수강 이벤트 처음해보는건데 어쩌면 매일 1강씩 꾸준히 완강할수 있었던 동력이었을지도 모르겠네요^^
항상 좋은 목소리 상하지않게 목관리 잘하시고 건강하셔야합니다! ",베스트
4004,188,이국희,1379,김*민,23.01.08,1789,[2024 수능개념] '이국희의 개념폭발 확률과 통계',쿠키쌤 안녕하세요! 내신 1등급+서울대 합격했습니당ㅎㅎ,"국희쌤 안녕하세요! 작년 1학기에 내신만점 수능특강으로 선생님을 처음 알게 되어, 수능특강까지 함께 했던 학생입니다ㅎㅎ
늦었지만 3-1학기 확률과 통계 1등급 소식 전해드리려고 이 글을 써요!! 그리고 이번에 서울대도 합격했답니다~^__^
몇 개월전 중간고사때 100점으로 1등 했다고 수강 후기 남겼었는데, 선생님의 응원에 힘입어 열심히 공부한 결과! 다행히 1등급 유지했어요! 가장 도움이 되었던 건 올해 수능특강 문제 풀이 이외에도, 작년 수특 문제도 프린트에 실어주셔서 정말 좋았어요. 사실 작년, 재작년 수특을 제가 혼자 풀어보면 되는거겠지만,,, 사실 귀찮기도 하고.. 잘 안하게 되더라구요??ㅜㅜㅜㅠ 그래서 선생님이 올려주신 자료가 무척 도움이 되었어요!
그리고 항상 밝게 웃으면서 수업해주셔서, 매 수업을 통해 에너지를 충전할 수 있는 시간이 되었답니다~~~
쿠키쌤 1년동안 정말정말 감사했어요!! 사랑합니당.......!",베스트
4005,189,이국희,1379,노*진,23.07.24,19,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-6강 쿠퀴즈],오늘도 감사해요!!,5점
4006,190,이국희,1379,노*진,23.07.24,21,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 710호-5강 쿠퀴즈],오늘도 감사합니다!!!,스페셜
4007,191,이국희,1379,강*진,23.07.24,20,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 1004호] 쿠퀴즈 1강 답입니다!,완강까지 꼼꼼히 공부하겠습니다,5점
4008,192,이국희,1379,노*진,23.07.15,24,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-4강 쿠퀴즈],감사합니다!!,5점
4009,193,이국희,1379,노*진,23.07.13,21,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 710호-3강 퀴즈],오늘도 감사합니다,5점
4010,194,이국희,1379,노*진,23.07.11,23,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호-2강 쿠퀴즈],2강도 잘 들었습니다~! 감사합니다!!!,5점
4011,195,이국희,1379,노*진,23.07.10,26,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 710호-1강 퀴즈],1강 정답은 96입니다(선생님 역시 최고예요~~!!!!!!!!!!!!!!!),5점
4012,196,이국희,1379,노*진,23.07.10,18,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈710호],"선생님~~~!! 수2도 선생님 도움 많이 받았는데, 역시 이국희 선생님 강의는 믿고 들어요!! 언제나 EBS에 머물러주세요! 늘 감사합니다:)",5점
4013,197,이국희,1379,양*은,23.06.19,40,[2024 수능개념] '이국희의 개념폭발 확률과 통계',쿠키즈 001호 5강 정답,48나왔어요!,스페셜
4014,198,이국희,1379,김*이,23.06.15,43,[2024 수능개념] '이국희의 개념폭발 확률과 통계',12강 쿠퀴즈,"먼저 n(s)= 6x6x6= 216

중근이 나오는 경우는 b^2=ac 이므로 a,b,c는 차례로 등비수열을 이룬다

등비가 1인 경우
전부 1~6인 것 6가지

등비가 2인 경우 (1,2,4)

등비가 3~6은 존재 불가능

등비가 1/2인 경우 (4,2,1)

총 8가지 

8/216= 1/27",스페셜
4015,199,이국희,1379,정*규,23.05.28,45,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]수능 개념 완강,이제서야 개념을 모두 완강했네요.마지막 2023수능 문제들은 29번 30번 빼고 다 맞췄어요. 먼저 풀어보고 강의 들었가든요. 모두 선생님 덕분이라 생각 합니다. 수능 특강 교재는 오늘 아침에 시켜서 내일 바로는 시작하지는 못하지만 교재 도착하는 즉시 공부 다시 시작하겠습니다.수능 특강에서도 쿠키즈 넘버는 777으로 할 생각이고요.어쨌든 수능 개념은 굼뱅이 처럼 기어갔다면 수능 특강은 빠르게 뛰어가겠습니다.수능 특강에서 봬요.,5점
4016,200,이국희,1379,정*규,23.05.27,27,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]28강 쿠퀴즈 입니다.,깔끔 (남은 강의수 -2강) 이번 문제는 진짜진짜 복잡해서 푸는데 오랜 시간이 걸렸네요.나중에 한번더 풀어봐야되겠습니다.,5점
4017,201,이국희,1379,정*규,23.05.26,27,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]27강 쿠퀴즈 입니다.,깔끔 (남은 강의 수 -3) 이제 진짜 얼마 안남았네요.ㅎㅎ 물론 수능개념 강의 수 가요 수능 개념때는 걷다가 딴 길로 세고 걷다가 딴 길로 세고 그랬다면은 수능 특강에서는 뛰어서 다음 수능 완성 그리고 수능 까지 갈께요.,5점
4018,202,이국희,1379,정*규,23.05.25,33,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]26강 쿠퀴즈 입니다.,깔끔 (남은 강의수 -4강) 선생님 강의 마지막때 이제 얼마 안남았다고 하셨을때 왠지모르게 슬퍼졌습니다. 나는 아직 모자라다고 생각하는데 벌써 개념이 끝나가구나 라는 생각 때문인것 같아요.,5점
4019,203,이국희,1379,이*균,23.05.25,31,[2024 수능개념] '이국희의 개념폭발 확률과 통계',쿠퀴즈 96호 3강 퀴즈,"case 1 : 홀수X짝수 : 5C1 X 4C1 =20
case 2 : 짝수X짝수 : 4C2 = 6

답 20+6 = 26

근데 case2에서 4C1 X 3C1은 왜 안되는 걸까요?
짝수 4개중에 1개뽑고 나머지 3개중에 한개 뽑아도 될것 같은데요.",5점
4020,204,이국희,1379,이*겸,23.01.19,848,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[완강후기] 쿠키쌤 개념폭발은 저에게 자신감을 준 강의입니다.,"“ 확률과통계는 무조건 자신감이 중요한것 같다. 제가 여러분들한테 무조건 자신감을 밀어,
 억지로라도 자신감을 밀어넣어주려고 노력을 했습니다.” 

마지막 30강을 열며 서두에 선생님이 하신 말씀입니다. 
저는 그 한마디에 깊은 공감을 느꼈습니다, 정말로 정말로 선생님은 그러셨으니까요.

이미 저는 고1때부터 교과서진도특강 수학,수학1,수학2 을 통해서 기본기를 가질수 있었던 
그 기억에 대한 믿음으로 확통 역시 쿠키쌤 개념폭발을 수강하게 되었습니다. 
이 강의는 수능에 나올수 있는 모든 개념을 70개로 분류해서 세세하게 다 설명해주십니다. 

그냥 이런게 있으니까 여기에 대입해 이런식이 아니라 
사건, 경우의수 등 이런 그냥 지나칠수 있는 용어도 의미 하나하나 정리해주시는게 정말 좋았습니다 
확통에서 말하는 사건이 뭔지 경우의 수가 뭔지 정확히 의미를 알고 임하는건 확실히 다르거든요
확통 개념 본강의 들어가기 전에 중학교 때부터 고1까지 배웠던 선수개념들을 3강으로 다뤄주시는데 이게 참 꿀이에요
그냥 내신공부하듯 접근하는게 아니라 우리가 확통을하면서 쓰일수 있는 도구들로 정리해주시거든요.

그건 확통 본강의 들어가면 차츰차츰 알게됩니다. 그래서 저는 까먹지 않도록 꾸준히 누적복습을 했어요
그리고 본강의에서도 증명까지 하면서도 개념을 빠짐없이 다 설명해주세요. 
이 증명 부분을 그냥 영혼없이 넘기지말고 꼭 집중해서 들어보세요. 오히려 개념의 빈틈이 안생기고 기억이 퇴화가 안됩니다. 

개념을 듣고 그 개념을 예제에 적용하면서 원리를 이해하고나면 
기출이나 작년 연계교재 문제에 개념이 어떻게 적용하는지 강의하시는데 저는 문제 강의를 듣기 전에
잠시 멈춤을 누르고 문제를 풀어봤어요 (선생님이 그러라고 하셨으니까요 ㅎㅎ)
근데 이게 진짜 도움이 됩니다! 저는 노베이기때문에 풀수 있는 문제도 있었지만 몇줄 적다가 막히는 문제도 있었고
문제만 읽고 손도 못대는 문제도 있었어요. 뭐가 됐던 좋아요. 
손도 못대고 문제만 읽었더라도 뭔가 생각하는 시간을 거치고 선생님의 강의를 들으면 훨씬 더 흡수가 빠릅니다

킬러 문제들로 예시로 다룰때는 전 조금 힘들긴했어요 ㅠㅠ 어? 아직 시작부터? 그럴수 있는데
그래도 버텨내야합니다 ㅠㅠ 이 강의 확통 8문제에서 한 4문제? 5문제? 그정도만 맞추게 해주는 강의가 아니니까요
OT에서 선생님이 여러분과 저의 목표는 확통 8문제 다 맞는거라고 하셨으니까요 ㅠ

그걸 마지막 30강에서 바로 작년 2023 수능을 분석해주실때 내적으로 징징거렸던 마음이 숙연해졌습니다
29번,30번문제... 정답률이 5%내외라는(EBS풀서비스기준) 그 2문제를 맞춰내야 확통 8문제를 다 맞출수 있는거니까요
또한 올해 수능에서 만날 킬러문제도 그런 문제들일테니 틈틈히 만났던 어려운문제들 퀴즈들..
다 선생님은 겁을 주려는게 아니라 자신감을 억지로라도 밀어주려고 하셨구나 느꼈습니다..! 

완강하고 최종평가 10문제 저는 다 맞았습니다 >.< 조금 아쉬운건 9번,10번문제가 함수의갯수 문제인데
푸는데 시간이 너무 오래걸렸다는점ㅠㅠ 조금더 연습이 필요할것 같습니다. 

쿠키쌤 덕분에 수1,수2에 이어 확통도 저는 개념을 무사히 마쳤네요..! 
저의 수학 시작은 모두 쿠키쌤이었고 제 선택은 옳았던 것 같습니다 쿠키쌤 감사합니다!!
강의외에도 자존감을 올려주셨던 좋은 멘트들 중간중간 쓴소리들도 다시한번 감사드립니다
  수강 이벤트 처음해보는건데 어쩌면 매일 1강씩 꾸준히 완강할수 있었던 동력이었을지도 모르겠네요^^
항상 좋은 목소리 상하지않게 목관리 잘하시고 건강하셔야합니다! ",베스트
4021,205,이국희,1379,김*민,23.01.08,1791,[2024 수능개념] '이국희의 개념폭발 확률과 통계',쿠키쌤 안녕하세요! 내신 1등급+서울대 합격했습니당ㅎㅎ,"국희쌤 안녕하세요! 작년 1학기에 내신만점 수능특강으로 선생님을 처음 알게 되어, 수능특강까지 함께 했던 학생입니다ㅎㅎ
늦었지만 3-1학기 확률과 통계 1등급 소식 전해드리려고 이 글을 써요!! 그리고 이번에 서울대도 합격했답니다~^__^
몇 개월전 중간고사때 100점으로 1등 했다고 수강 후기 남겼었는데, 선생님의 응원에 힘입어 열심히 공부한 결과! 다행히 1등급 유지했어요! 가장 도움이 되었던 건 올해 수능특강 문제 풀이 이외에도, 작년 수특 문제도 프린트에 실어주셔서 정말 좋았어요. 사실 작년, 재작년 수특을 제가 혼자 풀어보면 되는거겠지만,,, 사실 귀찮기도 하고.. 잘 안하게 되더라구요??ㅜㅜㅜㅠ 그래서 선생님이 올려주신 자료가 무척 도움이 되었어요!
그리고 항상 밝게 웃으면서 수업해주셔서, 매 수업을 통해 에너지를 충전할 수 있는 시간이 되었답니다~~~
쿠키쌤 1년동안 정말정말 감사했어요!! 사랑합니당.......!",베스트
4022,206,이국희,1379,정*규,23.05.24,32,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]25강 쿠퀴즈 입니다.,깔끔 (남은강의 -5) 선생님 저 수능특강도 선생님 커리 탈 생각 입니다. 그리고 시간 날때 마다 기출문제들 푸는데요 다른 부분들은 다 쉬운데 확율은 잘 모르겠어요 ㅠㅡㅠ 문제를 어떻게 해결해야 될지 모르는걸 저 스스로도 느끼고요.,5점
4023,207,이국희,1379,이*균,23.05.24,29,[2024 수능개념] '이국희의 개념폭발 확률과 통계',쿠퀴즈 96호 2강 퀴즈,3P2 X 5! = 720입니다.,5점
4024,208,이국희,1379,정*규,23.05.23,24,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]24강 쿠퀴즈 입니다.,깔끔 밑에는 제가 그려본 교재속 국희쌤 입니닼ㅋㅋㅋㅋㅋㅋㅋ진짜 못그렸죸ㅋㅋㅋㅋㅋㅋㅋ 남은 강의수 -6,5점
4025,209,이국희,1379,이*균,23.05.23,32,[2024 수능개념] '이국희의 개념폭발 확률과 통계',(쿠퀴즈 96호) 1강 쿠퀴즈입니다.,"쿠퀴즈 96호 오늘부터 올리겠습니다.

A에 들어갈 수 있는 색-4가지
B에 들어갈 수 있는 색-3가지(A에 사용한 색 제외)
C에 들어갈 수 있는 색-2가지(A,B에 사용한 색 제외)
D에 들어갈 수 있는 색-2가지(B,C에 사용한 색 제외)
E에 들어갈 수 있는 색-2가지(B,D에 사용한 색 제외)

4x3x2x2x2:96
이라고 나왔는데 맞았는지 모르겠습니다.

EBSI수강후기 에서 이런퀴즈 푸니까 9년전 고3으로 돌아간느낌 너무 좋습니다..",5점
4026,210,이국희,1379,정*규,23.05.22,31,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]23강 쿠퀴즈 입니다.,깔끔 그래프 내가 그려서 그런지 그래프 또한 이쁘......ㅇㅊㅊ 아직 머리는 짧은 상태 입니다. ,5점
4027,211,이국희,1379,정*규,23.05.21,23,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]22강 쿠퀴즈 입니다.,깔끔 남은 강의 -8,5점
4028,212,이국희,1379,정*규,23.05.20,28,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]21강 쿠퀴즈 입니다.,깔끔 남은 강의 -9,5점
4029,213,이국희,1379,정*규,23.05.19,27,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈777호]20강 쿠퀴즈 입니다.,깔끔 ,5점
4030,214,이국희,1379,이*희,23.05.19,35,[2024 수능개념] '이국희의 개념폭발 확률과 통계',안녕하세요 질문드리고 싶은게 있습니다,"선생님 1강 듣고 선생님 강의로 결정했습니다. 
확통 개념을 먼저 들어야할지 아니면 수특을 해야 할 지 잘모르겠습니다.
5월이면 좀 늦은 감이 있으니, 수특을 먼저 시작해야하나요?",5점
4031,215,이국희,1379,이*균,23.05.17,26,[2024 수능개념] '이국희의 개념폭발 확률과 통계',열심히 공부하겠습니다.~~,"저는 27살 군인이고 올해 수능이아닌 내년수능을 목표로 공부하려고 합니다.
제가 가고싶은 학과가 원래 확통지원이 안되어서 부담스러웠었는데 2025학년도부터는 가능하게 바뀌어서 열심히 공부하도록 하겠습니다~
Ebsi에 수강후기 남기니까 고3때로 돌아간 기분이라 설렙니다.",5점
4032,216,이국희,1379,정*규,23.05.14,43,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 777호]19강 쿠퀴즈 입니다,"깔끔 선생님 저 공부 열심히 하자는 생각으로
머리를 밀었습니다ㅋㅋㅋㅋㅋ......만약 제 나태함으로 인해 2주 안에 수능개념을 다 안 끝내면 수능 전 까지 핸드폰도 봉인 시켜 놓을거라는 마음도 먹고있습니다.",5점
4033,217,이국희,1379,양*은,23.05.13,26,[2024 수능개념] '이국희의 개념폭발 확률과 통계',쿠키즈 001호 4강 정답,10080이요! 문제가 너무 어렵네요ㅠ,5점
4034,218,이국희,1379,정*규,23.05.11,26,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 777호]17강 쿠퀴즈 입니다,17강 클리어 18강도 예습했으므로 같이 클리어 하고 복습 꼼꼼히 할 계획입니다.,5점
4035,219,이국희,1379,유*수,23.05.07,32,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 99호] 완강후기,"선생님! 완강은 5.5에 했지만 지금 완강후기 올립니다^^::::

완강후기 올리지말까 하다가 그래도 선생님께 예의를 다하고 싶어서 이렇게 몇줄 적어봅니다!
재도전 하는 학생이라 수능에만 집중하면 좋겠지만 그러지 못해서 완강이 많이 늦었습니다ㅜㅜ
앞으로 갈길이 6개월정도 남아서 계속 열심히 달려야겠지만 선생님이 EBS에 계셔서
확통은 큰 걱정은 안 됩니다. 우선은 기출부터 1회독 하고 수특 수완으로 넘어가는
방식으로 공부계획을 잡았습니다. 
저는 인트로에서 해주는 말씀이 참 좋더라구요. 덕분에 자신감을 얻어 공부할 수 있었습니다!
선생님께서도 학교 현장에서 학생들과 행복한 하루하루가 가득하기를 기원하겠습니다!!
이만 공부하러 가겠습니다^^:: ",5점
4036,220,이국희,1379,정*규,23.05.07,27,[2024 수능개념] '이국희의 개념폭발 확률과 통계',[쿠키즈 777호]16강 쿠퀴즈 입니다,와 역시 저는.....다 계산 하고 올리기 전에 검토 해보니까 1을 안 더해서 답이 60/216(=5/18)이 나와있는 거예요 깜짝 놀라서 지우고 빠르게 정정 했죠ㅋㅋㅋㅋㅋ,5점
